Month,MaxTemp,MinTemp
1,6.224786324786324,1.1512820512820512
2,6.48119658119658,1.2239316239316238
3,8.535042735042735,2.252991452991453
4,11.336752136752137,3.9358974358974357
5,14.838461538461537,6.618803418803418
6,17.573504273504273,9.401709401709402
7,19.392307692307693,11.602564102564102
8,18.73931623931624,11.415384615384614
9,16.484615384615385,9.507692307692308
10,12.888034188034188,6.741880341880342
11,8.736752136752138,3.5256410256410255
12,6.741025641025641,1.8230769230769233
